id;name;color;description;category;brand;wholesale_price;image_url
158535;Jodhpur boot  ;beige;Women's suede boots - slippers. If you appreciate comfort and simple, classic cuts, this model on 5,5 cm rubber heel will surely meet your expectations: ) The comfort of putting on is ensured by elastic inserts on the sides of the upper. These are perfect shoes for every day! They are made of ecological suede and inside is lined with soft fur.  Warming lining - delicate fur  Outer material - ecological suede;Women`s Ankle Boots & Booties;Inello;18.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_916643.jpg
151722;Espadrille  ;green;Classic women's espadrilles with linen nose pads. Original perforated texture enlivens the whole and emphasizes their summer character. Don't hesitate and decide on this model today! The inside of the shoes is lined with fabric. External material ? ecological suede.;Ballet Flats, Ballet Pumps for Women;Inello;7.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_898175.jpg
163896;Sport Shoes  ;yellow;Women's sports shoes on a high sole. Were you as stunned as we were at the sight of this unique model with a sock upper in a contrasting color? : ) High sole optically extends your legs and also adds a few centimetres... The inside of shoes is lined with fabric. External material ? ecological leather + fabric.;Women`s Athletic Shoes, Trainers, Sneakers;Inello;17.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_931561.jpg
163913;Mocassin  ;black;Women's suede moccasins. These moccasins not only provide comfort on every step, but are also a perfect addition to subdued, classic styling. Stylish ornamentation emphasizes their unique character... Nobody will pass by them with indifference: ) External material ? ecological suede.;Moccasins, Loafers;Inello;8.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_931629.jpg
163929;Mocassin  ;beige;Classic moccasins for women. Thanks to stylish decoration on the front, shoes gain unique charm... Moccasins have already permanently settled in women's hearts: ) You will always look fashionable in them and feel comfortable at the same time... Outer material - ecological suede.;Moccasins, Loafers;Inello;17.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_931693.jpg
163945;High heels  ;violet;Women's suede pumps on a heel. Classic cut with shapely, tapered nose on a 9.5 cm high stiletto heel. They look beautiful on the leg... See for yourself that they deserve to be in your closet too! Outer material - ecological suede.;High heels;Inello;19.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_931757.jpg
182215;Sandals  ;grey;Women's sandals - gladiators on a flat sole. The model is distinguished by crossed straps, which beautifully emphasize the foot. These are the perfect shoes for summer days, which will look phenomenal in combination with, for example, an airy maxi dress. Will you be tempted? Outer material ? ecological suede.;Sandals & Flip-Flops for Women;Inello;7.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_985914.jpg
151863;Boots  ;beige;Women's suede cut out boots. Model attracts attention with fashionable cut-outs and ankle straps with studs. Give them a chance to conquer your wardrobe! Wide 4cm heel ensures comfort. Outer material ? ecological suede.;Women`s Ankle Boots & Booties;Inello;22.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_898691.jpg
182231;Flip-flops  ;beige;Women's flip-flops on a 7 cm high heel and a 3 cm platform. Embroidered with glittering stones, the strap will attract all eyes.... Comfort is ensured by soft and profiled inner insole - check it yourself : ) Perfect for any situation. Outer material - ecological suede.;Sandals & Flip-Flops for Women;Inello;9.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_985978.jpg
151973;Mocassin  ;beige;Elegant moccasins for women. Model impresses with timeless and graceful cut... Shoes have gold ornament, what additionally emphasizes their unique style. Can't miss them in your wardrobe : ) External material ? ecological suede.;Moccasins, Loafers;Inello;8.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_899052.jpg
152022;Sport Shoes  ;black;Women's laced sports shoes. The model is distinguished by an interesting combination of materials that emphasize their fashion character. In addition, they take care of comfort, proving to be ideal as everyday shoes: ) Inside of shoes is lined with fabric. External material ? fabric + ecological leather + plastic.;Women`s Athletic Shoes, Trainers, Sneakers;Inello;15.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_899198.jpg
158842;Sneakers  ;black;Women's suede sneakers. They have a timeless cut on the most fashionable, thick sole. This is an absolute must have! Not only they look great but also are mega comfortable : ) The inside of shoes is lined with fabric. Outer material: ecological suede.  Outer material: ecological suede  Inner footbed: fabric;Women`s Athletic Shoes, Trainers, Sneakers;Inello;9.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_917514.jpg
178227;Sport Shoes  ;white;Lace-up women's sports shoes - sneakers. Classic models with contrasting inserts are a fashionable, proven and irreplaceable choice! Shoes on a high sole will provide comfort on every step, and at the same time add inches : ) They are made of organic leather, and the interior is lined with fabric.;Women`s Athletic Shoes, Trainers, Sneakers;Inello;13.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_974015.jpg
159038;Boots  ;black;Women's lace-up boots ? martensiaks on a protector. This is undoubtedly a cult and the most popular cut for many seasons! They are fully laced, but also have a practical zipper for easy putting on. They are made of ecological leather in an effective, glossy finish. Warming - foam lining.  Material - ecological leather  Foam lining.;Women`s Ankle Boots & Booties;Inello;21.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_918071.jpg
174086;High heels  ;green;Women's pumps on a stiletto heel with a height of 10 cm. The pattern in spots gives them character - we guarantee that you will not pass by them indifferently : ) Cut with a delicate pointed nose makes the leg looks exceptionally graceful in them. Perfect for special occasions - weddings, balls, proms.... They are made of fabric imitating satin.;High heels;Inello;13.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_961489.jpg
152270;Flip-flops  ;black;Tasteful women's flip-flops. The model is distinguished by a stylish gold chain on the front and a square toe-cap. In these shoes you will feel fashionable, feminine and extremely comfortable... Do not wait! External material ? ecological leather.;Sandals & Flip-Flops for Women;Inello;13.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_899735.jpg
174102;High heels  ;pink;Women's formal pumps on a slender stiletto heel with a height of 10,5 cm. It's hard to imagine a more feminine piece of clothing! This unique model covered with satin fabric is incredibly sensual.... They have shapely noses in a delicate pointed tip. What more could you want? Perfect shoes for special occasions - prom, wedding or ball....;High heels;Inello;8.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_961553.jpg
164219;Strappy sandals  ;black;Women's sandals on a quilted sole. Straps with shiny zircons tied around the ankle highlight it beautifully... Can't pass them by indifferently! Airy maxi dress will look phenomenal with them. Outer material ? ecological leather.;Sandals & Flip-Flops for Women;Inello;10.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_932463.jpg
174118;Slippers  ;pink;Adorable women's slippers. We guarantee that you will not pass by them indifferently : ) They are made of fur - very nice to the touch.... If you are looking for a gift idea, this is what we suggest you : ) They will be perfect in the comfort of your home in the winter time....;Slippers for Women;Inello;6.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_961617.jpg
152346;Sneakers  ;white;Women's lace-up sneakers on a high sole. The most iconic cut for many seasons, which is a must-have in every woman's wardrobe! Shoes are also extremely comfortable - check it yourself : ) External material + internal - fabric.;Women`s Athletic Shoes, Trainers, Sneakers;Inello;12.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_899960.jpg
159281;Jodhpur boot  ;green;Women's suede boots ? flat heeled slippers. The model is distinguished by a timeless cut with rounded toes. These are perfect everyday shoes! In these boots you will feel fashionable and extremely comfortable... Model has a convenient zipper, which makes it easy to put on. They are made of ecological suede, with foam lining.;Women`s Ankle Boots & Booties;Inello;12.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_918744.jpg
164361;Sport Shoes  ;beige;Women's lace-up sports shoes on a designer sole. The trendy cut and color combination catch the eye. See for yourself how special you will look in them! The inside of shoes is lined with fabric. Outer material ? ecological suede + ecological leather.;Women`s Athletic Shoes, Trainers, Sneakers;Inello;10.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_932832.jpg
164377;Sandals  ;black;Facial sandals for women on a delicate rise (3 cm). This model is a perfect proposal for fans of timeless solutions... Subtle texture with snake skin motif gives them character. They will surely be an irreplaceable element of your summer closet. Outer material ? ecological leather.;Sandals & Flip-Flops for Women;Inello;8.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_932896.jpg
164393;Sandals  ;yellow;Women's sandals on a flat sole. Thanks to shiny, metallic straps they look simply phenomenal! They will surely attract attention, and additionally you will enjoy the comfort on every step: ) Outer material ? ecological leather.;Sandals & Flip-Flops for Women;Inello;10.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_932960.jpg
164409;Flip-flops  ;beige;Stylish women's flip-flops on a flat sole. The model features the most fashionable square cut with an impressive chain. If you follow trends, these flip-flops are made for you: ) External material ? ecological leather.;Sandals & Flip-Flops for Women;Inello;6.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_933024.jpg
164426;Sport Shoes  ;grey;Women's sock sports shoes. This extremely comfortable type of footwear is very popular among fans of comfort. They will make your workouts even more enjoyable... : ) Be sure to take them with you to the gym and beyond! Outer material + inner ? fabric.;Women`s Athletic Shoes, Trainers, Sneakers;Inello;10.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_933092.jpg
159462;Boots  ;brown;Lace-up ladies boots - bagers. They have a military cut on a high sole - an absolute must have! Fashionable and original look you will have ready: ) Practical zipper on the side of upper ensures quick and easy putting on. They are made of ecological leather and inside is lined with soft fur.;Women`s Ankle Boots & Booties;Inello;21.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_919155.jpg
164474;Sport Shoes  ;pink;Women's lace-up sports shoes. The model is distinguished by a neat cut on the most fashionable high sole - 4.5 cm. Not only do they look great, but they are also very comfortable. We've already lost our heads for them! The inside of shoes is lined with fabric. External material ? fabric + ecological leather.;Women`s Athletic Shoes, Trainers, Sneakers;Inello;13.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_933460.jpg
164491;Flip-flops  ;beige;Women's flip-flops on a flat sole. The model is distinguished by timeless cut varied by beautifully iridescent bow... You will fall in love with them at first sight: ) You will feel fashionable, feminine and most of all comfortable in them... Outer material - ecological leather.;Sandals & Flip-Flops for Women;Inello;7.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_933528.jpg
127102;Sport Shoes  ;grey;Cult women's slip-on sneakers. If you want to attract attention and set new trends, bet on this model! Sneakers are extremely comfortable, so after first fitting they will become your favourite shoes. They are the greatest hit and unquestionable must-have of this season! Outer material ? ecological leather + fabric.;Women`s Athletic Shoes, Trainers, Sneakers;Inello;9.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_830376.jpg
170281;Snow boots  ;white;Snow boots for women moon type. Stock up on these boots insulated with thick fur right now, and winter will not be afraid of you! Striking fur gives them a unique style.... The high sole will provide great insulation from the ground, as well as comfort on every step. External material ? ecological leather + orthalion fabric.;Women`s Ankle Boots & Booties;Inello;35.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_950554.jpg
170297;Boots  ;black;Women's lace-up boots ? martensiaks on a thick sole. The cult and most popular cut for many seasons! Matte finish and a massive 4,5 cm high sole are a perfect combination.... We love such solutions! They are made of matte organic leather, and the interior is lined with soft fur.;Women`s Ankle Boots & Booties;Inello;15.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_950618.jpg
159604;Trapper shoes  ;green;Lace-up ladies boots with protector. Fleece insulated timber boots are perfect choice for chilly days : ) Classic lace-up model, thanks to which you can adjust perfectly to the size of your foot. Don't wait and order them now! Outer material - mat ecological leather.;Women`s Ankle Boots & Booties;Inello;14.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_919601.jpg
170313;Heel boots  ;black;Women's suede boots on a post with a height of 8,5 cm. The model with a fashionably crinkled upper perfectly fits the trends of the season. They are sure to create the perfect autumn look! Convenient zipper closure on the side is another argument in favor of these unique boots. They are made of eco-suede, and the interior is lined with soft fur.;Women`s Ankle Boots & Booties;Inello;23.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_950682.jpg
170329;Boots  ;black;Women's lace-up boots on protector. This timeless cut with buckles and two-tone chains is a recipe for success : ) Don't wait and order them now! A practical zipper on the side of the upper is a guarantee of comfort. They are made of organic leather in a striking matte finish. Warming - delicate fur.;Women`s Ankle Boots & Booties;Inello;21.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_950746.jpg
174505;Snow boots  ;black;Warmed boots for women ? Snow boots on a thick sole. If you are looking for the perfect boots for winter then be sure to choose this unique model lined with thick fur : ) The zipper on the front ensures comfortable putting on, and the high sole perfectly insulates from the ground. Order them now! Outer material ? ecological leather + orthalion fabric.  Height: 4 cm at the highest point, 2,5 cm at the lowest point.;Women`s Ankle Boots & Booties;Inello;28.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_962776.jpg
178751;Platform pumps  ;beige;Satin pumps for women on a stiletto heel. If you like to attract eyes then these shoes are made for you! Heel height of 12.5 cm and platform -3 cm will make your legs insanely long, and the strap sensually emphasizes the ankle.... You will faint as we did at the sight of these stunning shoes : ) Outer material - satin fabric.;Platform pumps;Inello;9.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_975464.jpg
174521;High heels  ;green;Women's pumps on a stiletto heel with a height of 10,5 cm. This unique model covered with fabric is incredibly sensual.... They have graceful noses in a delicate spike making the foot look beautiful in them. What more could you want? Perfect shoes for special occasions - prom, wedding or ball....;High heels;Inello;16.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_962840.jpg
178767;High heels  ;beige;Women's suede stilettos with an open heel. You will fall in love at first sight in these shoes with a charming bow : ) Heel height of 9 cm will beautifully slenderize your silhouette, as well as provide incredible comfort on every step..... Do not wait and order them today! Outer material ? ecological suede.;High heels;Inello;13.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_975537.jpg
174537;Heel boots  ;black;Women's suede boots - baggers on a wide heel with a height of 6 cm. Model with original lacing will attract all eyes! This is an absolute must have : ) Practical zipper closure will make it easy to put on every day. They are made of eco-suede, and the interior is lined with soft fur.;Women`s Ankle Boots & Booties;Inello;30.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_962904.jpg
178783;Mocassin  ;grey;Women's suede moccasins. Their timeless cut will never go out of fashion! Moccasins are very popular among female fans of comfort ? soft inner insole made of natural leather is comfortable for the foot. These are the perfect shoes for every day... Outer material - ecological suede.;Moccasins, Loafers;Inello;15.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_975593.jpg
170441;Boots  ;white;Women's lace-up boots ? martensiaks on a rubber sole. Cult and most popular cut for many seasons! They should be yours today : ) Fully lace up, so you can perfectly adjust the shoes to the tenacity of the foot. They are made of organic leather, and the interior is lined with soft fur.;Women`s Ankle Boots & Booties;Inello;13.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_951063.jpg
178821;Sandals  ;pink;Women's rubber sandals. They have the most fashionable high sole and are incredibly lightweight. If you are looking for the perfect shoes for summer then this model is a hit in ?10?! Not only are they mega comfortable, but they will also attract glances : ) Outer material - rubber.;Sandals & Flip-Flops for Women;Inello;7.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_975733.jpg
187366;Heel boots  ;beige;Women's sock boots on a post with a height of 10 cm. This is an exceptionally neat and stylish model with a flexible upper, which is sure to steal your heart : ) In these shoes you will feel fashionable, feminine and, above all, comfortable! Give them a chance to conquer your closet : ) Outer material - fabric + ecological leather.;Women`s Ankle Boots & Booties;Inello;27.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_1000732.jpg
142136;High fronted ballerina  ;blue;Lace-up ladies lords. In these shoes you can fall in love : ) Delicate yet airy, openwork pattern attracts the eye. They are extremely comfortable, they have internal insole with soft cushioning, so you will not want to take them off your feet ... You must have them in your collection! External material ? ecological suede.;Ballet Flats, Ballet Pumps for Women;Inello;8.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_872316.jpg
178837;Flip-flops  ;brown;Ladies' veneer flip-flops on a flat heel. If you're into timeless classics, this unique model with a wide strap and a striking embellishment is made for you : ) You will feel stylish and feminine in them.... Outer material ? ecological leather.;Sandals & Flip-Flops for Women;Inello;14.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_975797.jpg
187382;Trapper shoes  ;white;Women's lace-up trapper trekking boots. They have an iconic design on a thick sole in unique colors - which one will you choose? : ) Their undoubted advantage is the convenient zipper closure on the side of the upper, which makes them easy to put on. They are made of eco-friendly leather in a striking matte finish.;Women`s Ankle Boots & Booties;Inello;14.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_1000796.jpg
178853;Heel sandals  ;white;Women's sandals on a 7 cm high anchor. Are you looking for the perfect shoes for summer? If so, you will surely be delighted with this comfortable model on a 2,5 cm platform. Adjustable fastening around the ankle ensures a perfect fit, and at the same time emphasizes it. Outer material - ecological leather.;Sandals & Flip-Flops for Women;Inello;15.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_975861.jpg
187398;Heel boots  ;black;Women's suede boots on a comfortable 5.5 cm high heel and protector. The model is entirely traditionally laced, but also has a practical zipper closure for easy putting on. If you appreciate comfort and classic cuts then you must have them : ) They are made of very nice to the touch organic suede, which emphasizes their unique style. The interior, on the other hand, is lined with soft fur.;Women`s Ankle Boots & Booties;Inello;33.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_1000860.jpg
153236;Mocassin  ;red;Women's moccasins on a high sole. You will always look fashionable in these unique shoes with subtle tassels and a bow! Soft inner cushioned insole will provide comfort on every step... They are made of ecological suede in beautifully shimmering finish.;Moccasins, Loafers;Inello;6.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_902083.jpg
187414;Heel boots  ;grey;Women's suede boots with a buckle. If you appreciate comfort and simple, classic cuts, then surely this model on a wide heel of 6 cm height will meet your expectations : ) The comfort of putting them on is ensured by a zipper on the side of the upper, and the elastic insert refers to the slippers. They are made of eco-suede, and the interior is lined with soft fur.;Women`s Ankle Boots & Booties;Inello;21.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_1000924.jpg
153357;High heels  ;beige;Women's patent pumps on a 10.5 cm high stiletto heel. Cut with a square nose is not only fashionable but also very comfortable. See for yourself that they deserve to be in your wardrobe too! Outer material - ecological leather.;High heels;Inello;18.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_902567.jpg
153385;Sneakers  ;yellow;Women's lace-up sneakers. Timeless model on a mega high sole is an absolute hit of the season! If you care about being in line with the latest trends, it is essential to choose these shoes: ) External and internal material ? fabric.         NOTE!    The shoes have marks of a tailor's marker pen, which are not subject to complaint.;Women`s Athletic Shoes, Trainers, Sneakers;Inello;10.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_902679.jpg
128214;Heel sandals  ;black;Women's sandals on a stable heel ? 9 cm high stiletto heel. Transparent straps are fashionable elements that are the dot over the i. Adjustable buckle around the ankle lets you perfectly fit the shoe to your foot... Such comfortable heeled sandals are every woman's dream ? see for yourself how you will feel in them! External material ? ecological suede + plastic.;Sandals & Flip-Flops for Women;Inello;16.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_833921.jpg
159930;Buskin boots  ;black;Women's boots on a low 5.5 cm heel. If you're looking for everyday shoes, this model will certainly appeal to you! You will feel extremely comfortable in them ... They are fully laced, but they also have a zipper on the side, which makes putting them on easier. They are made of ecological leather and the inside is lined with soft fur.;Women`s Ankle Boots & Booties;Inello;19.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_920513.jpg
142468;Mocassin  ;black;Sleek moccasins for women. If you are looking for shoes which you just won't want to take off your feet, you've found it : ) Soft inner insole will provide comfort on every step, and subtle stitching and stylish decoration emphasize neat cut of these shoes. Don't let them persuade you! They are made of ecological leather.;Moccasins, Loafers;Inello;5.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_873280.jpg
160002;Bootie  ;black;Women's boots ? bagers with a pocket. They perfectly fit the trend: be fashionable and comfortable! Classic laces, thanks to which they can be perfectly adjusted to the size of your foot, but they also have a zipper on the side of the upper. Shoes in universal black colour are always a perfect choice! They are made of ecological leather and inside they are lined with soft fur.;Women`s Ankle Boots & Booties;Inello;29.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_920756.jpg
128362;Heel sandals  ;blue;Fabulous women's sandals on a braided heel with a height of 11 cm and a platform of 3.5 cm. This model captivates with beautiful flowers in the most fashionable colors this summer... In these shoes your legs will be fabulously long and you will make a stunning impression on everyone: ) You simply must have them Outer material ? ecological suede.;Sandals & Flip-Flops for Women;Inello;12.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_834400.jpg
160020;Trekking Boots  ;black;Black women's trekking boots. The model features the most fashionable cut on a high sole and an impressive matt finish. Not only do they look great, but they are also very comfortable! The shoes are fully laced, but they also have a practical zipper on the side of the upper. Made of ecological leather and inside is lined with soft fur.;Women`s Ankle Boots & Booties;Inello;23.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_920780.jpg
170601;Buskin low shoes  ;black;Women's slip-on half shoes. This sporty model on a 7 cm high anchor is very versatile! Above all, the shoes take care of comfort, proving themselves ideal as everyday shoes. Do not wait and order them now! Outer material - ecological leather + fabric.;Women`s Ankle Boots & Booties;Inello;17.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_951506.jpg
128440;High fronted ballerina  ;black;Beautiful women's lords. This model proves that classic cut goes well with subtle zircon decorations! If you like shiny accessories, these sneakers will match perfectly with the rest of your wardrobe. See for yourself! What's more, they have soft inner insole ensuring comfort during use. External material - ecological suede.;Ballet Flats, Ballet Pumps for Women;Inello;6.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_834670.jpg
164870;Block heel pumps  ;black;Women's pumps on a low heel with a fastening around the ankle. Pointed toe gives graceful look and wide 3,5 cm heel ensures comfort. You can successfully wear them for many occasions or even without occasion. External material ? ecological suede.;High Heel Pumps;Inello;10.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_934515.jpg
170617;Sneakers  ;blue;Women's lace-up sneakers. Classic cut on the most fashionable high sole will make you not pass unnoticed : ) They are an absolute hit! Not only do they look great, they are also mega comfortable! Outer and inner material ? fabric.;Women`s Athletic Shoes, Trainers, Sneakers;Inello;10.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_951570.jpg
164886;Mocassin  ;white;Stylish women's full grain moccasins. We love them for their timeless style, comfort and the fact that they go with almost everything: ) They have a neat cut with a spectacular buckle... For sure they will be an important element of your closet : ) Outer material ? ecological leather.;Moccasins, Loafers;Inello;14.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_934579.jpg
170633;Sport Shoes  ;white;Women's sports shoes - sneakers. This model is the perfect combination of timeless cut and comfort! They are extremely versatile, so you can wear them for any occasion.... They are made of organic leather, and the interior is lined with fabric.;Women`s Athletic Shoes, Trainers, Sneakers;Inello;13.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_951634.jpg
164902;Mocassin  ;black;Classic moccasins for women. This timeless cut will always be in fashion and will never get boring! If you want to look unique and stylish, you must have them: ) They have soft inside insole which will provide comfort on every step... Outer material - ecological leather.;Moccasins, Loafers;Inello;14.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_934643.jpg
170649;Bootie  ;green;Women's boots - baggers on a solid sole. They have an original design in military style and with a striking silver zipper on the front. Do you already know which boots will reign in your closet from now on? : ) The practical zipper closure on the side ensures comfortable putting on. They are made of organic leather, and the interior is lined with soft fur.;Women`s Ankle Boots & Booties;Inello;21.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_951698.jpg
170665;Mocassin  ;black;Women's veneer moccasins. These are shoes that you simply must have in your closet! Sleek cut with stylish embellishment and leopard stripes fit perfectly.... Comfortable inner insole with cushioning is their undoubted advantage. Enjoy comfortable and fashionable footwear every day : ) Outer material ? ecological leather.;Moccasins, Loafers;Inello;8.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_951762.jpg
164985;Sandals  ;yellow;Women's sandals ? espadrilles on a high 3,2 cm sole. Model distinguished by metallic finish, which will perfectly emphasize summer tan. Adjustable buckle around the ankle ensures proper fit, and the nice-to-touch inner lining ensures comfort with every step. Ready for summer days? : ) Outer material ? ecological leather.;Sandals & Flip-Flops for Women;Inello;11.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_934898.jpg
153847;Espadrille  ;red;Women's suede espadrilles. Shoes have trendy, high sole finished with linen string and closure around the ankle, which emphasizes it beautifully. If you're looking for perfect summer shoes, you should definitely choose this model: ) They are perfect for summer stylizations... They are made of very nice in touch ecological suede.;Ballet Flats, Ballet Pumps for Women;Inello;8.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_903889.jpg
153884;Espadrille  ;black;Women's espadrilles with ankle closure. They are made of fabric with a striped pattern... They look beautiful on the leg, so they will be a perfect complement to any summer styling. Do not let yourself be persuaded any longer! Outer material ? fabric + ecological leather.;Ballet Flats, Ballet Pumps for Women;Inello;6.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_904037.jpg
165065;Sandals  ;black;Women's sandals on a flat sole. This model features a trendy flip flop style with a beautiful floral applique and pearls... See for yourself that with these shoes, every outfit will be unique! It doesn't take much to love them : ) Outer material - ecological leather.;Sandals & Flip-Flops for Women;Inello;9.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_935155.jpg
153914;Espadrille  ;blue;Women's espadrilles on a high sole. Model has rounded and braided with linen string nose, additionally decorated with beautiful application of shiny stones and shells. They look beautiful on the leg and are incredibly comfortable! They are made of ecological suede. Inner insole ? fabric.;Ballet Flats, Ballet Pumps for Women;Inello;8.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_904157.jpg
160273;Boots  ;black;Black women's boots ? bagers on a thick sole. A fashionable addition this season - chain and extravagant, lacquered finish - catches your eye. Stylish look guaranteed! Fully laced, but they also have a practical zipper on the outside. They are made of ecological leather and the inside is lined with soft fur.;Women`s Ankle Boots & Booties;Inello;28.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_921444.jpg
165081;Espadrille  ;black;Women's espadrilles with suede toes. These shoes enchant with their timeless cut covered with mesh fabric in a beautifully shimmering edition. They are simply more than a must have ? be sure to add them to your closet and create unique styling. The inside of the shoes is lined with fabric. Outer material - fabric + ecological suede.;Ballet Flats, Ballet Pumps for Women;Inello;9.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_935219.jpg
160291;Boots  ;grey;Women's boots on a flat heel. A model with a strong rock character! Studded sole and straps with buckles are spectacular accents that perfectly fit this season's trends. Add originality to your outfits with these boots... Zip on the side is a convenient solution. They are made of ecological leather with foam lining.;Women`s Ankle Boots & Booties;Inello;10.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_921516.jpg
165098;Flip-flops  ;beige;Women's suede flip-flops. Absolutely fashionable cut on a decorated sole and with a beautiful bow... Profiled insole will make long, summer walks easy: ) We guarantee, that these flip-flops will become your favorite pair of shoes for summer! External material ? ecological suede.;Sandals & Flip-Flops for Women;Inello;13.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_935287.jpg
154015;Heel sandals  ;grey;Women's sandals ? open toe espadrilles. An 8cm high espadrille and a 2cm platform provide stability and are perfect for any situation, while the linen finish is their summer trademark! Crossed rubber straps accentuate the midfoot beautifully.... Outer material - organic suede + rubber.;Sandals & Flip-Flops for Women;Inello;8.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_904470.jpg
179291;Flip-flops  ;pink;Women's flip-flops on a cork sole. They are very feminine thanks to the beautiful flowers that decorate this unique model. The contoured inner insole will make you want to take them on every holiday walk : ) They will be a perfect complement to any summer styling! Outer material ? ecological suede.;Sandals & Flip-Flops for Women;Inello;10.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_977012.jpg
179307;Flip-flops  ;violet;Women's flip-flops on a rubber sole. Thanks to the decorative flowers, the shoes gain a unique charm and no other accessories are needed anymore. Your summer styling will take on a unique character : ) Do not wait and order them now! Outer material ? fabric.;Sandals & Flip-Flops for Women;Inello;6.9;http://srv0.matterhorn-wholesale.com/db_images/custom900x1200_977076.jpg
